,id,name,price
74,43353,\u2605 StatTrak\u2122 Bowie Knife | Fade (Factory New),2221
75,43381,\u2605 StatTrak\u2122 Bowie Knife | Ultraviolet (Field-Tested),650
76,42489,\u2605 Bowie Knife | Fade (Minimal Wear),1750
77,43342,\u2605 StatTrak\u2122 Bowie Knife | Case Hardened (Well-Worn),1000
78,42519,\u2605 Bowie Knife | Stained (Well-Worn),518
79,45666,\u2605 StatTrak\u2122 Bowie Knife | Damascus Steel (Battle-Scarred),720
80,42510,\u2605 Bowie Knife | Scorched (Minimal Wear),498
81,42481,\u2605 Bowie Knife | Damascus Steel (Battle-Scarred),585
82,42506,\u2605 Bowie Knife | Safari Mesh (Well-Worn),460
83,43344,\u2605 StatTrak\u2122 Bowie Knife | Crimson Web (Field-Tested),1045.9
84,42511,\u2605 Bowie Knife | Scorched (Well-Worn),473
85,842574,\u2605 StatTrak\u2122 Bowie Knife | Crimson Web (Factory New),64500
86,43343,\u2605 StatTrak\u2122 Bowie Knife | Crimson Web (Battle-Scarred),998.88
87,43373,\u2605 StatTrak\u2122 Bowie Knife | Slaughter (Field-Tested),1165.5
88,43364,\u2605 StatTrak\u2122 Bowie Knife | Rust Coat (Well-Worn),1100
89,43335,\u2605 StatTrak\u2122 Bowie Knife | Blue Steel (Battle-Scarred),732
90,43382,\u2605 StatTrak\u2122 Bowie Knife | Ultraviolet (Minimal Wear),928.5
91,42463,\u2605 Bowie Knife | Blue Steel (Factory New),940
92,43374,\u2605 StatTrak\u2122 Bowie Knife | Slaughter (Minimal Wear),1295.8
93,43365,\u2605 StatTrak\u2122 Bowie Knife | Safari Mesh (Field-Tested),475
94,42491,\u2605 Bowie Knife | Forest DDPAT (Factory New),2511
95,43355,\u2605 StatTrak\u2122 Bowie Knife | Forest DDPAT (Field-Tested),587.5
96,43366,\u2605 StatTrak\u2122 Bowie Knife | Safari Mesh (Minimal Wear),650
97,43354,\u2605 StatTrak\u2122 Bowie Knife | Fade (Minimal Wear),2099
98,43383,\u2605 StatTrak\u2122 Bowie Knife | Ultraviolet (Well-Worn),765
99,43360,\u2605 StatTrak\u2122 Bowie Knife | Night (Field-Tested),1400
100,758279,\u2605 Bowie Knife | Ultraviolet (Factory New),1698.5
101,43369,\u2605 StatTrak\u2122 Bowie Knife | Scorched (Field-Tested),490
102,43341,\u2605 StatTrak\u2122 Bowie Knife | Case Hardened (Minimal Wear),3000
103,43371,\u2605 StatTrak\u2122 Bowie Knife | Scorched (Well-Worn),500
104,43336,\u2605 StatTrak\u2122 Bowie Knife | Blue Steel (Field-Tested),830
105,43378,\u2605 StatTrak\u2122 Bowie Knife | Stained (Minimal Wear),750
106,43370,\u2605 StatTrak\u2122 Bowie Knife | Scorched (Minimal Wear),798.5
107,44052,\u2605 StatTrak\u2122 Bowie Knife | Boreal Forest (Minimal Wear),700
108,42508,\u2605 Bowie Knife | Scorched (Factory New),1000
109,770039,\u2605 Bowie Knife | Urban Masked (Factory New),1200
110,43387,\u2605 StatTrak\u2122 Bowie Knife | Urban Masked (Minimal Wear),720
111,43337,\u2605 StatTrak\u2122 Bowie Knife | Blue Steel (Minimal Wear),1029.5
112,45438,\u2605 Bowie Knife | Night (Factory New),7000
113,43345,\u2605 StatTrak\u2122 Bowie Knife | Crimson Web (Minimal Wear),3250
114,43969,\u2605 StatTrak\u2122 Bowie Knife | Case Hardened (Battle-Scarred),2000
115,768127,\u2605 StatTrak\u2122 Bowie Knife | Ultraviolet (Factory New),6500
116,44007,\u2605 StatTrak\u2122 Bowie Knife | Boreal Forest (Battle-Scarred),700.36
117,45195,\u2605 StatTrak\u2122 Bowie Knife | Safari Mesh (Battle-Scarred),599.99
118,45458,\u2605 Bowie Knife | Crimson Web (Factory New),7777
119,43352,\u2605 StatTrak\u2122 Bowie Knife | Doppler (Minimal Wear),150000
120,43368,\u2605 StatTrak\u2122 Bowie Knife | Scorched (Battle-Scarred),700
121,43359,\u2605 StatTrak\u2122 Bowie Knife | Night (Battle-Scarred),800
122,43375,\u2605 StatTrak\u2122 Bowie Knife | Stained (Battle-Scarred),3949
123,42572,\u2605 Butterfly Knife | Safari Mesh (Field-Tested),1354
124,42573,\u2605 Butterfly Knife | Safari Mesh (Minimal Wear),1533
125,42543,\u2605 Butterfly Knife | Case Hardened (Field-Tested),2260
126,42530,\u2605 Butterfly Knife,3930
127,42591,\u2605 Butterfly Knife | Ultraviolet (Minimal Wear),3498
128,42547,\u2605 Butterfly Knife | Crimson Web (Field-Tested),2765.5
129,42581,\u2605 Butterfly Knife | Slaughter (Minimal Wear),3898.5
130,42571,\u2605 Butterfly Knife | Safari Mesh (Battle-Scarred),1358
131,42590,\u2605 Butterfly Knife | Ultraviolet (Field-Tested),1998
132,43412,\u2605 StatTrak\u2122 Butterfly Knife | Fade (Factory New),7480
133,42556,\u2605 Butterfly Knife | Fade (Factory New),7179.5
134,42589,\u2605 Butterfly Knife | Ultraviolet (Battle-Scarred),1565
135,42533,\u2605 Butterfly Knife | Blue Steel (Field-Tested),2474
136,42585,\u2605 Butterfly Knife | Stained (Minimal Wear),1780
137,42563,\u2605 Butterfly Knife | Marble Fade (Factory New),6730
138,42531,\u2605 Butterfly Knife | Blue Steel (Battle-Scarred),2580
139,42552,\u2605 Butterfly Knife | Damascus Steel (Field-Tested),2280
140,42538,\u2605 Butterfly Knife | Boreal Forest (Field-Tested),1509
141,43423,\u2605 StatTrak\u2122 Butterfly Knife | Rust Coat (Battle-Scarred),1937.3
142,42550,\u2605 Butterfly Knife | Damascus Steel (Battle-Scarred),2100
143,42555,\u2605 Butterfly Knife | Doppler (Factory New),4451.5
144,43429,\u2605 StatTrak\u2122 Butterfly Knife | Slaughter (Factory New),4879
145,42560,\u2605 Butterfly Knife | Forest DDPAT (Field-Tested),1399.49
146,42569,\u2605 Butterfly Knife | Rust Coat (Battle-Scarred),1886
147,42539,\u2605 Butterfly Knife | Boreal Forest (Minimal Wear),1990.9
148,42558,\u2605 Butterfly Knife | Forest DDPAT (Battle-Scarred),1357
149,42548,\u2605 Butterfly Knife | Crimson Web (Minimal Wear),6200
150,43434,\u2605 StatTrak\u2122 Butterfly Knife | Stained (Well-Worn),1699
151,43394,\u2605 StatTrak\u2122 Butterfly Knife | Blue Steel (Well-Worn),2459
152,43405,\u2605 StatTrak\u2122 Butterfly Knife | Crimson Web (Well-Worn),2850
153,43400,\u2605 StatTrak\u2122 Butterfly Knife | Case Hardened (Minimal Wear),3150
154,42535,\u2605 Butterfly Knife | Blue Steel (Well-Worn),2445
155,42546,\u2605 Butterfly Knife | Crimson Web (Battle-Scarred),2021
156,42587,\u2605 Butterfly Knife | Tiger Tooth (Factory New),4388
157,42575,\u2605 Butterfly Knife | Scorched (Battle-Scarred),1359
158,42565,\u2605 Butterfly Knife | Night (Battle-Scarred),1530
159,42594,\u2605 Butterfly Knife | Urban Masked (Field-Tested),1409.99
160,42559,\u2605 Butterfly Knife | Forest DDPAT (Factory New),3000
161,42566,\u2605 Butterfly Knife | Night (Field-Tested),1735
162,42549,\u2605 Butterfly Knife | Crimson Web (Well-Worn),2545
163,43435,\u2605 StatTrak\u2122 Butterfly Knife | Tiger Tooth (Factory New),4650
164,42534,\u2605 Butterfly Knife | Blue Steel (Minimal Wear),2584
165,43404,\u2605 StatTrak\u2122 Butterfly Knife | Crimson Web (Minimal Wear),6200
166,42579,\u2605 Butterfly Knife | Slaughter (Factory New),4599.5
167,42564,\u2605 Butterfly Knife | Marble Fade (Minimal Wear),6420
168,42582,\u2605 Butterfly Knife | Stained (Battle-Scarred),1630
169,43415,\u2605 StatTrak\u2122 Butterfly Knife | Forest DDPAT (Field-Tested),1519
170,42557,\u2605 Butterfly Knife | Fade (Minimal Wear),6969
171,45474,\u2605 StatTrak\u2122 Butterfly Knife | Safari Mesh (Well-Worn),1408
172,42584,\u2605 Butterfly Knife | Stained (Field-Tested),1648
173,42595,\u2605 Butterfly Knife | Urban Masked (Minimal Wear),1754
174,42545,\u2605 Butterfly Knife | Case Hardened (Well-Worn),1990
175,42592,\u2605 Butterfly Knife | Ultraviolet (Well-Worn),1860
176,43411,\u2605 StatTrak\u2122 Butterfly Knife | Doppler (Factory New),4899
177,42553,\u2605 Butterfly Knife | Damascus Steel (Minimal Wear),2600
178,42536,\u2605 Butterfly Knife | Boreal Forest (Battle-Scarred),1370
179,42576,\u2605 Butterfly Knife | Scorched (Field-Tested),1365
180,42541,\u2605 Butterfly Knife | Case Hardened (Battle-Scarred),1999
181,42532,\u2605 Butterfly Knife | Blue Steel (Factory New),3600
182,42586,\u2605 Butterfly Knife | Stained (Well-Worn),1620
183,43389,\u2605 StatTrak\u2122 Butterfly Knife,4024.5
184,42544,\u2605 Butterfly Knife | Case Hardened (Minimal Wear),2576
185,42593,\u2605 Butterfly Knife | Urban Masked (Battle-Scarred),1360
186,42574,\u2605 Butterfly Knife | Safari Mesh (Well-Worn),1355
187,42540,\u2605 Butterfly Knife | Boreal Forest (Well-Worn),1440
188,43971,\u2605 StatTrak\u2122 Butterfly Knife | Stained (Battle-Scarred),1755
189,43433,\u2605 StatTrak\u2122 Butterfly Knife | Stained (Minimal Wear),2044
190,42588,\u2605 Butterfly Knife | Tiger Tooth (Minimal Wear),4249.5
191,42561,\u2605 Butterfly Knife | Forest DDPAT (Minimal Wear),1730
192,43392,\u2605 StatTrak\u2122 Butterfly Knife | Blue Steel (Field-Tested),2590
193,43437,\u2605 StatTrak\u2122 Butterfly Knife | Ultraviolet (Field-Tested),2099.5
194,42551,\u2605 Butterfly Knife | Damascus Steel (Factory New),2900
195,42568,\u2605 Butterfly Knife | Night (Well-Worn),1626.5
196,42578,\u2605 Butterfly Knife | Scorched (Well-Worn),1363
197,43403,\u2605 StatTrak\u2122 Butterfly Knife | Crimson Web (Field-Tested),2899.5
198,43413,\u2605 StatTrak\u2122 Butterfly Knife | Fade (Minimal Wear),7200
199,44001,\u2605 Butterfly Knife | Doppler (Minimal Wear),4550
200,42567,\u2605 Butterfly Knife | Night (Minimal Wear),2700
201,43418,\u2605 StatTrak\u2122 Butterfly Knife | Marble Fade (Factory New),7220
202,43421,\u2605 StatTrak\u2122 Butterfly Knife | Night (Field-Tested),1836.3
203,44542,\u2605 StatTrak\u2122 Butterfly Knife | Scorched (Battle-Scarred),1399
204,43398,\u2605 StatTrak\u2122 Butterfly Knife | Case Hardened (Battle-Scarred),2200
205,42554,\u2605 Butterfly Knife | Damascus Steel (Well-Worn),2165
206,43436,\u2605 StatTrak\u2122 Butterfly Knife | Ultraviolet (Battle-Scarred),1684.5
207,43424,\u2605 StatTrak\u2122 Butterfly Knife | Safari Mesh (Battle-Scarred),1410
208,43409,\u2605 StatTrak\u2122 Butterfly Knife | Damascus Steel (Minimal Wear),2820
209,42580,\u2605 Butterfly Knife | Slaughter (Field-Tested),3387.5
210,43420,\u2605 StatTrak\u2122 Butterfly Knife | Night (Battle-Scarred),1588
211,43396,\u2605 StatTrak\u2122 Butterfly Knife | Boreal Forest (Field-Tested),1589
212,43432,\u2605 StatTrak\u2122 Butterfly Knife | Stained (Field-Tested),1777
213,42577,\u2605 Butterfly Knife | Scorched (Minimal Wear),1600
214,42570,\u2605 Butterfly Knife | Rust Coat (Well-Worn),1940
215,42562,\u2605 Butterfly Knife | Forest DDPAT (Well-Worn),1385
216,42596,\u2605 Butterfly Knife | Urban Masked (Well-Worn),1365
217,43402,\u2605 StatTrak\u2122 Butterfly Knife | Crimson Web (Battle-Scarred),2130
218,43426,\u2605 StatTrak\u2122 Butterfly Knife | Safari Mesh (Minimal Wear),1538
219,755721,\u2605 StatTrak\u2122 Butterfly Knife | Ultraviolet (Well-Worn),1950
220,43431,\u2605 StatTrak\u2122 Butterfly Knife | Slaughter (Minimal Wear),3910
221,45548,\u2605 Butterfly Knife | Safari Mesh (Factory New),2088
222,43430,\u2605 StatTrak\u2122 Butterfly Knife | Slaughter (Field-Tested),3489
223,43440,\u2605 StatTrak\u2122 Butterfly Knife | Urban Masked (Field-Tested),1515
224,43425,\u2605 StatTrak\u2122 Butterfly Knife | Safari Mesh (Field-Tested),1399.5
225,45601,\u2605 Butterfly Knife | Ultraviolet (Factory New),10498
226,45197,\u2605 Butterfly Knife | Night (Factory New),5400
227,43399,\u2605 StatTrak\u2122 Butterfly Knife | Case Hardened (Field-Tested),2450
228,755670,\u2605 Butterfly Knife | Urban Masked (Factory New),2900
229,43397,\u2605 StatTrak\u2122 Butterfly Knife | Boreal Forest (Minimal Wear),2021
230,42542,\u2605 Butterfly Knife | Case Hardened (Factory New),3700
231,43408,\u2605 StatTrak\u2122 Butterfly Knife | Damascus Steel (Field-Tested),2491.98
232,43439,\u2605 StatTrak\u2122 Butterfly Knife | Urban Masked (Battle-Scarred),1515
233,43438,\u2605 StatTrak\u2122 Butterfly Knife | Ultraviolet (Minimal Wear),3680
234,43407,\u2605 StatTrak\u2122 Butterfly Knife | Damascus Steel (Factory New),3199
235,43441,\u2605 StatTrak\u2122 Butterfly Knife | Urban Masked (Minimal Wear),2020
236,43442,\u2605 StatTrak\u2122 Butterfly Knife | Urban Masked (Well-Worn),1500
237,43428,\u2605 StatTrak\u2122 Butterfly Knife | Scorched (Minimal Wear),1919.19
238,43390,\u2605 StatTrak\u2122 Butterfly Knife | Blue Steel (Battle-Scarred),2600
239,758105,\u2605 StatTrak\u2122 Butterfly Knife | Ultraviolet (Factory New),35000
240,42583,\u2605 Butterfly Knife | Stained (Factory New),2887.5
241,45014,\u2605 StatTrak\u2122 Butterfly Knife | Boreal Forest (Battle-Scarred),1450
242,43427,\u2605 StatTrak\u2122 Butterfly Knife | Scorched (Field-Tested),1488
243,43414,\u2605 StatTrak\u2122 Butterfly Knife | Forest DDPAT (Battle-Scarred),1390
244,43401,\u2605 StatTrak\u2122 Butterfly Knife | Case Hardened (Well-Worn),2299
245,45456,\u2605 Butterfly Knife | Crimson Web (Factory New),26666
246,43422,\u2605 StatTrak\u2122 Butterfly Knife | Night (Minimal Wear),3000
247,43416,\u2605 StatTrak\u2122 Butterfly Knife | Forest DDPAT (Minimal Wear),1899.5
248,43393,\u2605 StatTrak\u2122 Butterfly Knife | Blue Steel (Minimal Wear),2700
249,758867,\u2605 StatTrak\u2122 Butterfly Knife | Crimson Web (Factory New),99999
250,42537,\u2605 Butterfly Knife | Boreal Forest (Factory New),2866
251,755657,\u2605 Butterfly Knife | Scorched (Factory New),2499
252,43419,\u2605 StatTrak\u2122 Butterfly Knife | Marble Fade (Minimal Wear),7188.88
253,43391,\u2605 StatTrak\u2122 Butterfly Knife | Blue Steel (Factory New),3999
254,44009,\u2605 StatTrak\u2122 Butterfly Knife | Case Hardened (Factory New),4888
255,43417,\u2605 StatTrak\u2122 Butterfly Knife | Forest DDPAT (Well-Worn),1460
256,45124,\u2605 StatTrak\u2122 Butterfly Knife | Tiger Tooth (Minimal Wear),10086
257,43406,\u2605 StatTrak\u2122 Butterfly Knife | Damascus Steel (Battle-Scarred),3600
258,645513,\u2605 StatTrak\u2122 Butterfly Knife | Boreal Forest (Well-Worn),1800
259,757432,\u2605 StatTrak\u2122 Butterfly Knife | Rust Coat (Well-Worn),2220
260,44055,\u2605 StatTrak\u2122 Butterfly Knife | Night (Well-Worn),1788
261,756143,\u2605 StatTrak\u2122 Butterfly Knife | Safari Mesh (Factory New),4050
262,43395,\u2605 StatTrak\u2122 Butterfly Knife | Boreal Forest (Factory New),6030
263,755862,\u2605 StatTrak\u2122 Butterfly Knife | Doppler (Minimal Wear),111111
264,42643,\u2605 Falchion Knife | Forest DDPAT (Minimal Wear),420
265,42674,\u2605 Falchion Knife | Ultraviolet (Field-Tested),518
266,42679,\u2605 Falchion Knife | Urban Masked (Field-Tested),391
267,42636,\u2605 Falchion Knife | Doppler (Factory New),1070
268,43470,\u2605 StatTrak\u2122 Falchion Knife | Marble Fade (Factory New),1284
269,42645,\u2605 Falchion Knife | Marble Fade (Factory New),1049
270,44002,\u2605 Falchion Knife,548.9
271,42667,\u2605 Falchion Knife | Stained (Field-Tested),420
272,42648,\u2605 Falchion Knife | Night (Field-Tested),464.5
273,42654,\u2605 Falchion Knife | Safari Mesh (Field-Tested),369.5
274,42627,\u2605 Falchion Knife | Crimson Web (Battle-Scarred),495
275,42638,\u2605 Falchion Knife | Fade (Factory New),998
276,42670,\u2605 Falchion Knife | Tiger Tooth (Factory New),872.5
277,42660,\u2605 Falchion Knife | Scorched (Minimal Wear),434
278,42628,\u2605 Falchion Knife | Crimson Web (Field-Tested),626
279,42622,\u2605 Falchion Knife | Case Hardened (Battle-Scarred),559.9
280,42672,\u2605 Falchion Knife | Ultraviolet (Battle-Scarred),410
281,42634,\u2605 Falchion Knife | Damascus Steel (Minimal Wear),580
282,42632,\u2605 Falchion Knife | Damascus Steel (Factory New),613.5
283,42650,\u2605 Falchion Knife | Rust Coat (Battle-Scarred),400
284,42624,\u2605 Falchion Knife | Case Hardened (Field-Tested),580
285,43492,\u2605 StatTrak\u2122 Falchion Knife | Ultraviolet (Field-Tested),509.5
286,42644,\u2605 Falchion Knife | Forest DDPAT (Well-Worn),380
287,42676,\u2605 Falchion Knife | Ultraviolet (Well-Worn),465
288,42626,\u2605 Falchion Knife | Case Hardened (Well-Worn),554
289,42625,\u2605 Falchion Knife | Case Hardened (Minimal Wear),645.99
290,42668,\u2605 Falchion Knife | Stained (Minimal Wear),442
291,42651,\u2605 Falchion Knife | Rust Coat (Well-Worn),888
292,42633,\u2605 Falchion Knife | Damascus Steel (Field-Tested),529
293,42657,\u2605 Falchion Knife | Scorched (Battle-Scarred),395
294,42677,\u2605 Falchion Knife | Urban Masked (Battle-Scarred),397.5
295,43493,\u2605 StatTrak\u2122 Falchion Knife | Urban Masked (Battle-Scarred),499
296,42642,\u2605 Falchion Knife | Forest DDPAT (Field-Tested),388.8
297,42617,\u2605 Falchion Knife | Blue Steel (Well-Worn),470
298,42675,\u2605 Falchion Knife | Ultraviolet (Minimal Wear),647.5
299,42616,\u2605 Falchion Knife | Blue Steel (Minimal Wear),534
300,42620,\u2605 Falchion Knife | Boreal Forest (Minimal Wear),470
301,42635,\u2605 Falchion Knife | Damascus Steel (Well-Worn),539
302,42659,\u2605 Falchion Knife | Scorched (Field-Tested),385
303,42629,\u2605 Falchion Knife | Crimson Web (Minimal Wear),910
304,43488,\u2605 StatTrak\u2122 Falchion Knife | Stained (Field-Tested),470
305,42619,\u2605 Falchion Knife | Boreal Forest (Field-Tested),401
306,42664,\u2605 Falchion Knife | Slaughter (Minimal Wear),785
307,44003,\u2605 Falchion Knife | Night (Minimal Wear),554
308,42615,\u2605 Falchion Knife | Blue Steel (Field-Tested),494
309,42656,\u2605 Falchion Knife | Safari Mesh (Well-Worn),385.9
310,44521,\u2605 StatTrak\u2122 Falchion Knife | Ultraviolet (Battle-Scarred),499.3
311,42681,\u2605 Falchion Knife | Urban Masked (Well-Worn),395
312,42661,\u2605 Falchion Knife | Scorched (Well-Worn),495
313,42637,\u2605 Falchion Knife | Doppler (Minimal Wear),4000
314,42662,\u2605 Falchion Knife | Slaughter (Factory New),869
315,42613,\u2605 Falchion Knife | Blue Steel (Battle-Scarred),470
316,42640,\u2605 Falchion Knife | Forest DDPAT (Battle-Scarred),376
317,43449,\u2605 StatTrak\u2122 Falchion Knife | Boreal Forest (Field-Tested),449
318,43443,\u2605 StatTrak\u2122 Falchion Knife,650
319,43464,\u2605 StatTrak\u2122 Falchion Knife | Doppler (Factory New),1434
320,43463,\u2605 StatTrak\u2122 Falchion Knife | Damascus Steel (Minimal Wear),639.5
321,42652,\u2605 Falchion Knife | Safari Mesh (Battle-Scarred),377.99
322,43474,\u2605 StatTrak\u2122 Falchion Knife | Rust Coat (Battle-Scarred),457
323,42647,\u2605 Falchion Knife | Night (Battle-Scarred),422
324,42663,\u2605 Falchion Knife | Slaughter (Field-Tested),775.5
325,42649,\u2605 Falchion Knife | Night (Well-Worn),527
326,42655,\u2605 Falchion Knife | Safari Mesh (Minimal Wear),400
327,42646,\u2605 Falchion Knife | Marble Fade (Minimal Wear),1044
328,42631,\u2605 Falchion Knife | Damascus Steel (Battle-Scarred),480
329,42680,\u2605 Falchion Knife | Urban Masked (Minimal Wear),437
330,43462,\u2605 StatTrak\u2122 Falchion Knife | Damascus Steel (Field-Tested),585.5
331,42669,\u2605 Falchion Knife | Stained (Well-Worn),420
332,43458,\u2605 StatTrak\u2122 Falchion Knife | Crimson Web (Field-Tested),748.7
333,42671,\u2605 Falchion Knife | Tiger Tooth (Minimal Wear),850
334,43461,\u2605 StatTrak\u2122 Falchion Knife | Damascus Steel (Factory New),810
335,43456,\u2605 StatTrak\u2122 Falchion Knife | Case Hardened (Well-Worn),828
336,43465,\u2605 StatTrak\u2122 Falchion Knife | Fade (Factory New),1190
337,42666,\u2605 Falchion Knife | Stained (Factory New),529.5
338,43472,\u2605 StatTrak\u2122 Falchion Knife | Night (Field-Tested),510
339,43489,\u2605 StatTrak\u2122 Falchion Knife | Stained (Minimal Wear),540
340,42665,\u2605 Falchion Knife | Stained (Battle-Scarred),395
341,43491,\u2605 StatTrak\u2122 Falchion Knife | Tiger Tooth (Factory New),1049
342,42614,\u2605 Falchion Knife | Blue Steel (Factory New),695
343,42618,\u2605 Falchion Knife | Boreal Forest (Battle-Scarred),421
344,43483,\u2605 StatTrak\u2122 Falchion Knife | Slaughter (Factory New),1230
345,43455,\u2605 StatTrak\u2122 Falchion Knife | Case Hardened (Minimal Wear),1199.5
346,42623,\u2605 Falchion Knife | Case Hardened (Factory New),887
347,42630,\u2605 Falchion Knife | Crimson Web (Well-Worn),604.9
348,43481,\u2605 StatTrak\u2122 Falchion Knife | Scorched (Minimal Wear),700
349,43468,\u2605 StatTrak\u2122 Falchion Knife | Forest DDPAT (Field-Tested),434
350,44227,\u2605 Falchion Knife | Boreal Forest (Factory New),887
351,43494,\u2605 StatTrak\u2122 Falchion Knife | Urban Masked (Field-Tested),420
352,43459,\u2605 StatTrak\u2122 Falchion Knife | Crimson Web (Minimal Wear),1700
353,43486,\u2605 StatTrak\u2122 Falchion Knife | Stained (Battle-Scarred),600
354,43479,\u2605 StatTrak\u2122 Falchion Knife | Scorched (Battle-Scarred),478.5
355,43972,\u2605 StatTrak\u2122 Falchion Knife | Ultraviolet (Minimal Wear),789
